Sr No,Raga Name,Archive No.,Audio_Number,Remarks,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,number of 30 second files,,
49,Shyam_kalyan,IN-AIR-DSA-GT-M00-032563,14524-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI MANIK VERMA,MANIK VERMA (VOCAL),,,,,Vocal, TABLA-   LAL JI GOKHALE  SARANGI-  USTAD GHULAM SABIR,SHYAM KALYAN (NIGHT),EK TAL,PARAM DHYAN DHARE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,27-07-2015 11:53,27-07-2015 11:53,Ingest,1,1,76,,
50,Bhairavi,IN-AIR-DSA-GT-M00-022218,8291-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DR. SHASHI KANT MANOHAR TAMBE PART 03,,,DR. SHASHI KANT MANOHAR TAMBE,,,Vocal," VIOLIN-  KAMAL KAMALE,   HARMONIUM- VIVEK BANSOD,  TABGLA-SANGEETA AGNIHOTRI",BHAIRAV (MORNING),,RAS KE BHARE THORE NAIN,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA," VIOLIN-  KAMAL KAMALE,   HARMONIUM- VIVEK BANSOD,  TABGLA-SANGEETA AGNIHOTRI",,,,,,PART 03,,,,,12-02-2015 15:05,12-02-2015 15:05,Ingest,1,1,31,,
51,Jaunpuri,IN-AIR-DSA-GT-M00-032391,13982-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,Vocal,,JAUNPURI (MORNING),,BISAR GAYI MORE SAIYYAN.,,,,,,,,,,,,CUT-17,,,,,09-07-2015 16:36,09-07-2015 16:36,Ingest,1,1,9,,
52,Gujri_todi,IN-AIR-DSA-GT-M00-032390,13981-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,Vocal,,GUJRI TODI (MORNING),,DHEET LANGARWA KAHE KO ROKAT HO.,,,,,,,,,,,,CUT-16,,,,,09-07-2015 16:32,09-07-2015 16:32,Ingest,1,1,9,,
53,Bhairavi,IN-AIR-DSA-GT-M00-027425,15760-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY POORNIMA BHATT KULKARNI,,,POORNIMA BHATT KULKARNI,,VOCAL RECITAL,Vocal,"TABLA- VISHWANATH NAKOD,  HARMONIUM- VYASAMURTHI KATTI",BHAIRAVI (MORNING),,,,,,BHAJAN,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 03,,,KARNATAKA,,13-08-2015 15:42,13-08-2015 15:42,Ingest,1,1,12,,
54,Bhairavi,IN-AIR-DSA-GT-M00-024629,12528-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY BAKUL CHATTOPADHYAY, CUT- 03",BAKUL CHATTOPADHAYA (VOCAL),,BAKUL CHATTOPADHYAY,,VOCAL RECITAL,Vocal," TABLA-   SUJIT SAHA  HARMONIUM-  RUPASHREE BHATTACHARYA, TANPURA-  MITA HALDAR",BHAIRAVI (MORNING),,CHALA RE PARDESIYA NAINA LAGAKE,,,,DADRA,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,KOLKATA,,11-06-2015 12:05,11-06-2015 12:05,Ingest,1,1,21,,
55,Bhairavi,IN-AIR-DSA-GT-M00-022184,8252-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PRABHAKR KASHYAP &  DIWAKAR KASHYAP PART 03,,,PRABHAKR KASHYAP &  DIWAKAR KASHYAP,,,Vocal Duet,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",BHAIRAVI (MORNING),,DHANY BHAG SEVA KA,,,,BHAJAN,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",,,,,,PART 03,,,,,10-02-2015 16:45,10-02-2015 16:45,Ingest,1,1,30,,
56,Gujri_todi,IN-AIR-DSA-GT-M00-027021,14903-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RUMADEVI KALITA,,,RUMADEVI KALITA,,VOCAL RECITAL,Vocal," TABLA-  SUDIP SARKAR,  SARANGI-  SATVINDAR PAL SINGH,   HARMONIUM-  DINKAR SHARMA",GUJRI TODI (MORNING),EK TAL,JA JA RI PATITVA,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 02,JA JA RI PATITVA,,JAMMU & KASHMIR,,03-08-2015 12:52,03-08-2015 12:52,Ingest,1,1,57,,
57,Adana,IN-AIR-DSA-GT-M00-032378,13967-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,Vocal,,ADANA (NIGHT),EK TAL,"SAHIB SULTAN SULTAN SURO KE, SAHIB AE KAMAAL JAMAAL.",,,,TARANA,,,,,,,,CUT-04,,,,,09-07-2015 15:51,09-07-2015 15:51,Ingest,1,1,7,,
58,Puriya_kalyan,IN-AIR-DSA-GT-M00-032328,13708-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DEEPAK CHATTERJEE,,,,,,Vocal," TABLA-   PT. MANMOHAN,  HARMONIUM-  SH.JAI RAM",PURIYA KALYAN (EVENING),EK TAL,"AAJ SU BANNA BIHAVAN AAVO, MORE GHAR AAJA, BANKE PAPIYA BOLE PIYA PIYA.",,,,,RAVIVASARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,06-07-2015 14:34,06-07-2015 14:34,Ingest,1,1,88,,
59,Bhairavi,IN-AIR-DSA-GT-M00-022154,8201-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY GANAPATI BHAT HASANGI PART 02,,,GANAPATI BHAT HASANGI,,,Vocal,"TABLA- PRASUN CHATTERJEE,  HARMONIUM- MOHAN MUNGRO",BHAIRAVI (MORNING),,CHAKO RANGE CHOKO BINA,,,,,AKASHVANI SANGEET SAMMELAN-2012,"TABLA- PRASUN CHATTERJEE,  HARMONIUM- MOHAN MUNGRO",,,,,,PART 02,,,BANGALORE,,09-02-2015 15:39,09-02-2015 15:39,Ingest,1,1,12,,
60,Bhairavi,IN-AIR-DSA-GT-M00-024010,11072-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY USTAD SHAUKAT HUSSAIN KHAN,,,USTAD SHAUKAT HUSSAIN KHAN,,,Vocal," TABLA-   SHRI PRITHIVI RAJ MISHRA,  SARANGI-  ALLAH RAKKHA,   HARMONIUM-   RAJU KHANDELWAL",BHAIRAVI (MORNING),DADRA,,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,,,AHMEDABAD,,14-05-2015 12:57,14-05-2015 12:57,Ingest,1,1,14,,
61,Nand,IN-AIR-DSA-GT-M00-032579,14576-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RAM DESHPANDE,,,,,,Vocal, TABLA-   VISHWA NATH SHIRODKAR   HARMONIUM-   SMT SEEMA SHIRODKAR,NAND (NIGHT),TEEN TAL,AE BAARE SAIYYAN,,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,27-07-2015 16:18,27-07-2015 16:18,Ingest,1,1,82,,
62,Tilak_shyam,IN-AIR-DSA-GT-M00-023945,10838-1-1.wav,HINDUSTANI CLASSICAL VOCAL DUET BY RITESH & RAJNISH MISHRA,,,RITESH & RAJNISH MISHRA,,,Vocal Duet,"TABLA-  SHRI NAKUL MISHRA,  HARMONIUM-  AJAY JOGLEKAR",BHAJAN (ANYTIME),,AB TO SHYAM NAAM LOU LAGI,,,,,AAKASHVANI SANGEET SAMMELAN,,,,,,,PART 03,AB TO SHYAM NAAM LOU LAGI,,DELHI,,11-05-2015 11:29,11-05-2015 11:29,Ingest,1,1,21,,
63,Raysa_kanada,IN-AIR-DSA-GT-M00-032370,13899-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIKAS KASHALKAR,,,,,,Vocal, TABLA-   BHARAT KAMAT  HARMONIUM-  SUYOG KUNDALKAR,RAISA KANADA (NIGHT),,"RE TUM SAMAJH SAMAJH NA UTH CHALAT PIYA, MAN MOHE LENE SHYAM SUNDAR.",,,,KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,08-07-2015 15:54,08-07-2015 15:54,Ingest,1,1,63,,
64,Chayanat,IN-AIR-DSA-GT-M00-032366,13882-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SURESH BAPAT,,,,,,Vocal, TABLA-   AANEES PRADHAN  HARMONIUM-  SUDHIR NAYAK,CHAYANAT (NIGHT),TILWADA,"KARAT HO MOSE JHOOTI , PANAN BEEDI BANAYE KHAVAO, AE RE MALIYANA",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,08-07-2015 15:16,08-07-2015 15:16,Ingest,1,1,79,,
65,Bageshri,IN-AIR-DSA-GT-M00-032481,14356-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHANTANU BHATTACHARYA,,,,,,Vocal, TABLA-   SAMAR SAHA  HARMONIUM-  HIRANMAY MITRA  SARANGI-  RAMESH MISHRA,BAGESHRI (NIGHT),TEEN TAL,AE RI HUN MAIN KAISE KAR AAON,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,22-07-2015 15:03,22-07-2015 15:03,Ingest,1,1,92,,
66,Khamaj,IN-AIR-DSA-GT-M00-022080,8002-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANJUSHA KULKARNI PATIL PART 03,,,MANJUSHA KULKARNI PATIL,,,Vocal,TABLA-  MILIND POTAY PIR PARAEI JANE NAHI,BHAJAN (ANYTIME),,PAYO JI MAINE,,,,,AKASHVANI SANGEET SAMMELAN-2012,TABLA-  MILIND POTAY PIR PARAEI JANE NAHI,,,,,,PART 03,PAYO JI MAINE,,,,04-02-2015 11:29,04-02-2015 11:29,Ingest,1,1,14,,
67,Bhairavi,IN-AIR-DSA-GT-M00-024360,12312-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANJU SHAH KULKARNI  PATIL,,,MANJU SHAH KULKARNI  PATIL,,,Vocal," TABLA-  VINOD GANGADHAR LELE, 	  HARMONIUM-  ZAMIR AHMED,  TANPURA- PUNITA BABA & SAVITA SHARMA",BHAJAN (ANYTIME),,ITNA TO KARNA SWAMI JAB PRAN TAN SE NIKLE,,,,BHAJAN,AKASHWANI SANGEET SAMMELAN 2009 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 03,ITNA TO KARNA SWAMI JAB PRAN TAN SE NIKLE,,JALANDHAR,,08-06-2015 14:57,08-06-2015 14:57,Ingest,1,1,19,,
68,Charukeshi,IN-AIR-DSA-GT-M00-024215,11807-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI MANJARI ALEGAONKAR,,,VIDUSHI MANJARI ALEGAONKAR,,,Bhajan,"TABLA-  SANJAY KARALIKAR,  HARMONIUM-  SHUBAHANGI R BHAVSAR, TANPURA- KEDAR NATH & ASHOK KUMAR, MANJEERA- SWAPAN WISHWAS",BHAJAN (ANYTIME),,HEER NA SAMAJH BOOJH,,,,,AKASHWANI SANGEET SAMMELAN 2012 (SPECIAL PROGRAMME OF MUSIC),,,,SANT KABIR,,,PART 02,HEER NA SAMAJH BOOJH,,DELHI,,01-06-2015 12:47,01-06-2015 12:47,Ingest,1,1,19,,
69,Bhatiyar,IN-AIR-DSA-GT-M00-024309,12147-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SMT. ANJANA NATH,,,SMT. ANJANA NATH,,,Vocal," TABLA-  MUKUND BHALE,   HARMONIUM-  SMT. RUPSHREE BHATTACHARYA",BHATIYAR (MORNING),EK TAL,UCHAT GAYEE MORI NEEND,,,,,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 01,UCHAT GAYEE MORI NEEND,,RAIPUR,,05-06-2015 12:30,05-06-2015 12:30,Ingest,1,1,70,,
70,Kafi_kanada,IN-AIR-DSA-GT-M00-032395,13986-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASHPAL,,,,,,Vocal,,KAFI KANADA (NIGHT),DRUT,DAAR DAAR PAAT PAAT.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,PART-04,,,,,10-07-2015 10:57,10-07-2015 10:57,Ingest,1,1,5,,
71,Bhinna_shadaja,IN-AIR-DSA-GT-M00-024110,11461-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DR. KALYANI DESHMUKH,KALYANI DESHMUKH (VOCAL),,DR. KALYANI DESHMUKH,,,Vocal," TABLA-  SANDESH POPPATKAR,   HARMONIUM-  JAYRAM POTDAR,  TANPURA- RAJENDRAZOHRAPURKAR",BHINNA SHADAJA (NIGHT),ROOPAK,AI MORE BALAM,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,AI MORE BALAM,,NAGPUR,,21-05-2015 14:47,21-05-2015 14:47,Ingest,1,1,38,,
72,Bhinna_shadaja,IN-AIR-DSA-GT-M00-024601,12445-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY GIRISH VAJHALVAR, CUT- 02",,,GIRISH VAJHALVAR,,VOCAL RECITAL,Vocal, TABLA-  MUKUND BHALE   HARMONIUM-  SHMSHAD AHMED,BHINNA SHADAJA (NIGHT),TEEN TAL,KIN BIRMAYE,,,,VILAMBIT &DRUT GAT,AKASHVANI SANGEET SAMMELAN- 2009 (SPECIAL PROGRAMME OF MUSIC),,,,,,,,,,PATNA,,10-06-2015 12:55,10-06-2015 12:55,Ingest,1,1,40,,
73,Bhopali,IN-AIR-DSA-GT-M00-032551,14498-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY NEELAKSHI JUVEKAR,,,,,,Vocal, TABLA-   OMKAR GULVADI   HARMONIUM-   AANANT JOSHI,BHOOP (NIGHT),EK TAL,LALAN KE SANGH,,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,24-07-2015 15:46,24-07-2015 15:46,Ingest,1,1,62,,
74,Bhopali,IN-AIR-DSA-GT-M00-023960,10877-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. MADHAV INGALE,MADHAV INGLE (VOCAL),,PT. MADHAV INGALE,,,Vocal,"TABLA-  RAM DASS PARSULE 	  HARMONIUM-  SANJAY GOKTE,  VIOLIN-   PT. RATNAKR GOKHLE",BHOOP (NIGHT),EK TAL,JAB MAIN JAANI TIHARI BAAT,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,JAB MAIN JAANI TIHARI BAAT,,PUNE,,11-05-2015 14:36,11-05-2015 14:36,Ingest,1,1,60,,
75,Bihag,IN-AIR-DSA-GT-M00-032561,14515-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY USTAD SHAUKAT HUSSAIN KHAN,,,,,,Vocal, TABLA-    NANDAN MEHTA   HARMONIUM-   RAJU GANDHARVA  SARANGI-  IKRAM KHAN,BIHAG (NIGHT),EK TAL,"DHAN DHAN RI AERI TERO LADALA,",,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,27-07-2015 11:28,27-07-2015 11:28,Ingest,1,1,108,,
76,Bhopali,IN-AIR-DSA-GT-M00-022097,8031-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY BALDEV SHARAN NARANG (TAAL-VILAMBIT  KHYAL  IN EK TAAL & DRUT IN TEEN TAAL) PART 03,,,BALDEV SHARAN NARANG,,,Vocal,"TABLA-  SHRI KALE RAM,  SARANGI-  SHEMANDER PAL SINGH",BHOPALI (NIGHT),TEEN TAL,MORI SUDH LI JO DATTA SHYAM MAAN MORI,,,,,RAVIVASURIYA AKHIL BHRTIYA SANGEET SHABHA,"TABLA-  SHRI KALE RAM,  SARANGI-  SHEMANDER PAL SINGH",,,,,,PART 03,,,,,04-02-2015 15:39,04-02-2015 15:39,Ingest,1,1,52,,
77,Bhopali,IN-AIR-DSA-GT-M00-024463,11948-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY PT. RAMCHATUR MALLIK, CUT- 01",RAM CHATUR MALLICK (Pundit) (VOCAL),,PT. RAMCHATRU MALLICK,,VOCAL RECITAL,Vocal," SARANGI- PT. INDER LAL DHANDHRA, PAKHAWAJ &  TABLA-  PT. RAM ASHISH PATHAK",BHOPALI (NIGHT),CHAUTAL,,,,,AALAP,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,03-06-2015 12:47,03-06-2015 12:47,Ingest,1,1,54,,
78,Bhopali,IN-AIR-DSA-GT-M00-024630,12532-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SUMITRA GUHA, CUT- 01",SUMITRA GUHA (VOCAL),,VIDUSHI SUMITRA GUHA,,VOCAL RECITAL,Vocal, TABLA-   SHRI. MITHILESH JHA   HARMONIUM-   MEHMOOD DHAUL PURI  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI,BHOPALI (NIGHT),EK TAL,AAJ GHNSHYAM AYE,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,11-06-2015 12:13,11-06-2015 12:13,Ingest,1,1,60,,
79,Bihag,IN-AIR-DSA-GT-M00-032369,13893-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIKAS KASHALKAR,,,,,,Vocal, TABLA-   BHARAT KAMAT  HARMONIUM-  SUYOG KUNDALKAR,BIHAG (NIGHT),,"TUM BIN CHAIN NAHIN AAVAT, ULJI SULAJHA JA RE BALAM.",,,,KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,08-07-2015 15:43,08-07-2015 15:43,Ingest,1,1,86,,
80,Bhopali,IN-AIR-DSA-GT-M00-024284,12044-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MEETA PANDIT,,,MEETA  PANDIT,,,Vocal," TABLA-  USTAD MOHD. AKRAM KHAN,   HARMONIUM-  SUDHIR YARDI",BHOPALI (NIGHT),EK TAL,JAB HI SAB NIRUPTA NEERAS BHAE,,,,,AKASHVANI SANGEET SAMMELAN- 2012 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 01,JAB HI SAB NIRUPTA NEERAS BHAE,,KOLKATA,,04-06-2015 11:30,04-06-2015 11:30,Ingest,1,1,117,,
81,Bhairavi,IN-AIR-DSA-GT-M00-032490,14372-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY CHANDRA SHEKHAR VAJHE,,,,,,Vocal, TABLA-   MUKUND RAJ DEV   HARMONIUM-  SRINIVAS ACHARYA,BHAIRAVI (MORNING),TEEN TAL,KAISI YEH BHALAI RE KANAHAI.,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,22-07-2015 15:47,22-07-2015 15:47,Ingest,1,1,12,,
82,Des,IN-AIR-DSA-GT-M00-027004,14817-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. MANI PRASAD,MANI PRASAD (VOCAL),,PT. MANI PRASAD,,VOCAL RECITAL,Vocal,TABLA-  KUMAR PANDIT   HARMONIUM-  DEEPAK PRASAD VOCAL SUPPORT- LALEET PRASAD,DES (NIGHT),TEEN TAL,SAWAN JHAR LAGEE MORE PIYA NAHI MORE PAAS,,,,MADHYALAYA GAT,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 03,SAWAN JHAR LAGEE MORE PIYA NAHI MORE PAAS,,CHATTISGARH,,31-07-2015 14:38,31-07-2015 14:38,Ingest,1,1,25,,
83,Des,IN-AIR-DSA-GT-M00-027140,15139-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MUJ.,,,MUJAHID HUSSAIN KHAN,,VOCAL RECITAL,Vocal,"TABLA- PRADEEP SARKAR, SARANGI- LIYQAT ALI KHAN, HARMONIUM- ZAMIR KHAN",DES (NIGHT),,,,,,TARANA,AKASHWANI SNGEET  SAMMELAN,,,,,,,,,,GUJRAT,,06-08-2015 11:45,06-08-2015 11:45,Ingest,1,1,26,,
84,Bihag,IN-AIR-DSA-GT-M00-023901,10742-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY ASLAM KHAN, PART- 01",ASLAM HUSSAIN KHAN (VOCAL),,ASLAM HUSSAIN KHAN,,,Vocal," TABLA-  ANISH PRADHAN,   HARMONIUM-  SUDHIR NAYAK",BIHAG (NIGHT),EK TAL,HE DAVAN DEV MAHADEV,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,HE DAVAN DEV MAHADEV,,MUMBAI,,07-05-2015 15:00,07-05-2015 15:00,Ingest,1,1,44,,
85,Bihag,IN-AIR-DSA-GT-M00-024116,11474-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY ARSQ,,,ARSHAD ALI KHAN,,,Vocal," TABLA-  USTAD MOHD.  AKRAM KHAN,  SARANGI- MURAD ALI KHAN",BIHAG (NIGHT),JHAPTAL,CHINTA NA KAR RE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,CHINTA NA KAR RE,,DELHI,,21-05-2015 15:21,21-05-2015 15:21,Ingest,1,1,44,,
86,Aheer_bhairav,IN-AIR-DSA-GT-M00-027046,14991-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RAJENDRA KANDALGOANKAR,,,RAJENDRA KANDALGOANKAR,,VOCAL RECITAL,Vocal," TABLA-   KESHAV JOSHI,  TANPURA-  PANKAJ SHARMA",AHEER BHAIRAV (MORNING),,,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 02,,,ASSAM,,04-08-2015 14:43,04-08-2015 14:43,Ingest,1,1,49,,
87,Bihag,IN-AIR-DSA-GT-M00-024499,12081-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY DR.DAMODAR HOTA , CUT- 01",DAMODAR HOTA (VOCAL)	,,DR.DAMODAR HOTA,,VOCAL RECITAL,Vocal,TABLA-  PT. UMESH CHANDRAKAR  HARMONIUM-  SHRI SANATAN GOSWAMI,BIHAG (NIGHT),EK TAL,O MAI AAJ,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,DELHI,,04-06-2015 14:43,04-06-2015 14:43,Ingest,1,1,55,,
88,Bihag,IN-AIR-DSA-GT-M00-032420,14098-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY L. K .PANDIT,L. K. PANDIT (VOCAL),,,,,Vocal,,BIHAG (NIGHT),TILWADA,KAISE SUKH SOVE.,,,,,SPECIAL RECORDING FOR AIR ARCHIVES.,,,,,,,CUT-06,,,,,14-07-2015 11:01,14-07-2015 11:01,Ingest,1,1,10,,
89,Durga,IN-AIR-DSA-GT-M00-024831,13281-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY PADMA TALWALKAR, CUT- 01",PADMA TALWALKAR (VOCAL),,PADMA TALWALKAR,,VOCAL RECITAL,Vocal, TABLA-  ONKAR GULVADI   HARMONIUM-   SUDHIR NAIK,DURGA (NIGHT),JHAPTAL,SAKHI MORI RUMJHUM,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,MUMBAI,,24-06-2015 11:29,24-06-2015 11:29,Ingest,1,1,59,,
90,Bihag,IN-AIR-DSA-GT-M00-033557,17469-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RITESH MISHRA & RAJNISH MISHRA,,,,,,Vocal Duet, TABLA-   SHAILENDRA MISHRA  	  HARMONIUM-   VINAY MISHRA 	 TANPURA-  ANSHUMATI & PARAMJIT KAUR,BIHAG (NIGHT),EK TAL,,,,,,AKASHVANI SANGEET SAMMELAN - 2012,,,,,,,CUT-01,,,,,09-09-2015 11:11,09-09-2015 11:11,Ingest,1,1,112,,
91,Jog_kauns,IN-AIR-DSA-GT-M00-032573,14568-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANGLA JOSHI,,,,,,Vocal, TABLA-   MANMOHAN KUMARE  HARMONIUM-  TUKA RAM DUGGAD,JOG KAUNS (NIGHT),EK TAL,SUGHAR BHAR PAYO,,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-02,,,,,27-07-2015 15:33,27-07-2015 15:33,Ingest,1,1,68,,
92,Bihag,IN-AIR-DSA-GT-M00-024079,11357-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY HARISHIKESH BODAS,,,HARISHIKESH BODAS,,,Vocal," TABLA-  MANMOHAN KUMBHARE,   HARMONIUM-  CHINMAYA, KOLHATKAR,  TANPURA- MANGALA JOSHI",BIHAG (NIGHT),TILWADA,KAISE SUKH SOVE NINDARYA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,KAISE SUKH SOVE NINDARYA,,SANGLI,,20-05-2015 12:39,20-05-2015 12:39,Ingest,1,1,58,,
93,Bihag,IN-AIR-DSA-GT-M00-024218,11812-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SANDEEP BHATTACHARYA,,,SANDEEP BHATTACHARYA,,,Vocal," TABLA-  SANDEEP KUMAR ROY CHOUDHARY,   HARMONIUM-  RUPA SHREE BHATTACHARYA,  SARANGI- SARWAR HUSSAIN,  TANPURA-  RATHINDRANATH CHATTER",BIHAG (NIGHT),EK TAL,KAISE SUKH SOVE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,KAISE SUKH SOVE,,KOLKATA,,01-06-2015 13:02,01-06-2015 13:02,Ingest,1,1,81,,
94,Malgunji,IN-AIR-DSA-GT-M00-032580,14580-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RAM DESHPANDE,,,,,,, TABLA-   VISHWA NATH SHIRODKAR    HARMONIUM-   SMT. SEEMA SHIRODKAR,MALGUNJI (AFTERNOON),TILWADA,BAN MAIN CHARAWAT GAIYAN,,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,28-07-2015 11:04,28-07-2015 11:04,Ingest,1,1,86,,
95,Bihag,IN-AIR-DSA-GT-M00-022162,8217-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SHUBHADA PARADKAR (TAAL-TILWADA TAAL & DRUT TAAL) PART 01,,,VIDUSHI SHUBHADA PARADKAR,,,Vocal," VIOLIN-  MILIND AAYNGKAR, TABLA-  SAROD DATTA TRIYE GOPTE,  HARMONIUM-  GIRISH GOSWAMY, TANPURA- ANGLI JOSHI &  SHANEL ABHANKAR",BIHAG (NIGHT),DRUT,AARE MAA DHAN DHAN RE ABHUL LAGAN MAYKA,,,,,NATIONAL PROG. OF MUSIC," VIOLIN-  MILIND AAYNGKAR, TABLA-  SAROD DATTA TRIYE GOPTE,  HARMONIUM-  GIRISH GOSWAMY, TANPURA- ANGLI JOSHI &  SHANEL ABHANKAR",,,,,,PART 01,,,AURANGABAD,,10-02-2015 11:31,10-02-2015 11:31,Ingest,1,1,94,,
