Audio_file,Raga Name,Tonic,Remarks,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,number of 30 second files
Jog_kauns-2,Jog_kauns,E,HINDUSTANI CLASSICAL VOCAL BY SMT. VIDYA KATGADE  (TAAL-VILAMBIT IN EK TAAL & MADHIYALAY IN TEEN TAAL) PART 03,,,SMT. VIDYA KATGADE,,,Vocal,"TABLA-  SHRI MILIND POTEY,  HARMONIUM-  CHAITANYA KUNTEY",JOG KAUNS (NIGHT),TEEN TAL,AAO PIYARE MIT HAMARE... PRITAM TUM PARAN TO PIYARO,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  SHRI MILIND POTEY,  HARMONIUM-  CHAITANYA KUNTEY",,,,,,PART 03,,,,,11-02-2015 14:47,11-02-2015 14:47,Ingest,1,1,30
Jog_kauns-8,Jog_kauns,A#,HINDUSTANI CLASSICAL VOCAL BY SMT.VIRAJ AMAR,,,SMT.VIRAJ AMAR,,,Vocal,"TABLA-  SHRI VINOD VESHAV,  SARANGI-  SHRI ALLARAKKHA KALAWANT,  HARMONIUM- JAYANT PHARKE",JOG KAUNS (NIGHT),EK TAL,JAGAT HAI SAMAJH SAPNA,,,,,RAVIVASARIYE AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 03,JAGAT HAI SAMAJH SAPNA,,AHMEDABAD,,28-05-2015 14:22,28-05-2015 14:22,Ingest,1,1,36
Jog_kauns-9,Jog_kauns,D#,HINDUSTANI CLASSICAL VOCAL BY PRABHAKR KASHYAP &  DIWAKAR KASHYAP (TAAL-VILAMBIT IN ROOPAK TAAL & MADHIYALAY IN EK TAAL) PART 02,,,PRABHAKR KASHYAP &  DIWAKAR KASHYAP,,,Vocal Duet,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",JOG KAUNS (NIGHT),EK TAL,TU KARTAR (TU HI DATA TU HI VIDATA)  JAGAT HAI SAMAJ SAPNA (ANT KAL KO NAHU),,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",,,,,,PART 02,,,,,10-02-2015 16:38,10-02-2015 16:38,Ingest,1,1,57
Jog_kauns-3,Jog_kauns,G#,HINDUSTANI CLASSICAL VOCAL BY DR. KALYANI DESHMUKH,KALYANI DESHMUKH (VOCAL),,DR. KALYANI DESHMUKH,,,Vocal," TABLA-  SANDESH POPPATKAR,   HARMONIUM-  JAYRAM POTDAR,  TANPURA- RAJENDRAZOHRAPURKAR",JOG KAUNS (NIGHT),EK TAL,SAGUN BHAYO AAJ,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,SAGUN BHAYO AAJ,,NAGPUR,,21-05-2015 14:51,21-05-2015 14:51,Ingest,1,1,63
Puriya-2,Puriya,D#,HINDUSTANI CLASSICAL VOCAL BY PARMESHWAR HEGDE,PARMESHWAR HEGDE (VOCAL),,PARMESHWAR HEGDE,,VOCAL RECITAL,Vocal," TABLA-   GOPAL KRISHAN HEGDE,   HARMONIUM-   DR. SHUDHANSHU KULKARNI",PURIYA (EVENING),EK TAL,,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 01,,,GUJARAT,,04-08-2015 12:37,04-08-2015 12:37,Ingest,1,1,64
Jog_kauns-6,Jog_kauns,G#,HINDUSTANI CLASSICAL VOCAL BY BAKUL CHATTOPADHYAY (TAAL-VILAMBIT EK TAAL & DRUT IN TEEN TAAL),BAKUL CHATTOPADHAYA (VOCAL),,BAKUL CHATTOPADHYAY,,,Vocal,"TABLA-  PT. SUJIT SAHA,  HARMONIUM-  RUPASHREE BHATTACHARYA",JOG KAUNS (NIGHT),TEEN TAL,SUGHAR GHAR PAYO PIR PARAYI,,,,,NATIONAL PROG. OF MUSIC,"TABLA-  PT. SUJIT SAHA,  HARMONIUM-  RUPASHREE BHATTACHARYA",,,,,,,,,KOLKATA,,09-02-2015 12:44,09-02-2015 12:44,Ingest,1,1,70
Jog_kauns-5,Jog_kauns,G#,HINDUSTANI CLASSICAL VOCAL BY DR. MINAL  MATEGAOKAR,,,DR. MINAL  MATEGAOKAR,,,Vocal," TABLA-  PRASAD PADHEY,   HARMONIUM-  SUDHIR NAYAK",JOG KAUNS (NIGHT),EK TAL,SUGARH VAR PAYO,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,SUGARH VAR PAYO,,MUMBAI,,20-05-2015 11:55,20-05-2015 11:55,Ingest,1,1,79
Des-8,Des,D#,HINDUSTANI CLASSICAL VOCAL BY SUSHRI RUCHIRA KALE,,,SUSHRI RUCHIRA KALE,,,Vocal," TABLA-  SALIM ALLAHA WALE,  SARANGI-  ALLHA RAKHA KALAWANT,   HARMONIUM-   VISHWNATH KANHERE",DES (NIGHT),TEEN TAL,GHAN GAGAN GHAN GHUMAD,,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 03,GHAN GAGAN GHAN GHUMAD,,AHMEDABAD,,22-06-2015 11:37,22-06-2015 11:37,Ingest,1,1,18
Kafi-5,Kafi,A#,HINDUSTANI CLASSICAL VOCAL BY AFROZ BANO,AFROZ BANO (VOCAL),,AFROZ BANO,,,Vocal,"TABLA-  USTAD HIDAYAT KHAN,  SARANGI-  LIAQAT ALI KHAN,  HARMONIUM-  AJAY JOGLEKAR",KAFI (ANYTIME),,PIYA TO MANAT NAAHIN,,,,THUMARI,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 02,PIYA TO MANAT NAAHIN,,DELHI,,04-06-2015 14:53,04-06-2015 14:53,Ingest,1,1,20
Kafi-7,Kafi,A,HINDUSTANI CLASSICAL VOCAL BY RUNA DEY CUT- 02,,,RUNA DEY,,VOCAL RECITAL,Vocal," TABLA-  RAVINATH MISHRA  SARANGI- USTAD NASIR KHAN, TANPURA- KALYANI CHATERJEE",KAFI (ANYTIME),DEEPCHANDI,NA MARO PICHKARI RANG BHARI,,,,HORI,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,LUCKNOW,,08-06-2015 11:46,08-06-2015 11:46,Ingest,1,1,25
Kafi-4,Kafi,G#,HINDUSTANI CLASSICAL VOCAL BY KOYAL DAS GUPTA,,,KOYAL DAS GUPTA,,VOCAL RECITAL,Vocal," TABLA-   PARIMAL CHAKRABORTY,   HARMONIUM-   HIRANMAY MITRA",KAFI (THUMARI) (ANYTIME),,,,,,,AKHIL BHARTIYA RAVIVASRIYA KARYKRAM,,,,,,,PART 04,,,WEST BENGAL,,05-08-2015 15:39,05-08-2015 15:39,Ingest,1,1,26
Kafi-6,Kafi,G#,"HINDUSTANI CLASSICAL VOCAL BY SMT. AVANTIKA CHAKRAVARTI, CUT- 01",,,SMT. AVANTIKA CHAKRAVARTI,,VOCAL RECITAL,Vocal," SARANGI-  KANHAIYA LAL MISHR,  HARMONIUM-  METHAB KHAN,TABLA-  NAND KISHOR MISHRA",KAFI (THUMARI) (ANYTIME),JHAPTAL,JAB SE SHYAM SIDHARE,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,EPI- 01,,,VARANASI,,11-05-2015 11:06,11-05-2015 11:06,Ingest,1,1,33
Shahana_kanada-1,Shahana_kanada,C#,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,SHAHANA KANADA (NIGHT),TEEN TAL,SUNDAR ANGANA BETI.,,,,DRUT GAT,SPECIAL RECORDING FOR AIR,,,,,,,CUT-06,,,,,23-07-2015 15:24,23-07-2015 15:24,Ingest,1,1,9
Kafi-2,Kafi,G#,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHERJEE,,,MINAKSHI MUKHERJEE,,,Vocal," TABLA-  GIRIESH NALAVDE,   HARMONIUM-  SUDHIR NAYAK",KAFI (ANYTIME),,O MIYAN JANE WALE,,,,TAPPA,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 03,O MIYAN JANE WALE,,MUMBAI,,08-06-2015 11:06,08-06-2015 11:06,Ingest,1,1,9
Kafi-3,Kafi,A#,HINDUSTANI CLASSICAL VOCAL BY MEETA PANDIT,,,MEETA  PANDIT,,,Vocal," TABLA-  PRASUN CHATTERJEE,  SARANGI- MURAD ALI,  HARMONIUM-  MEHMOOD DHOLPURI",KAFI (ANYTIME),,O MIYAN WE JANAE WALE,,,,TAPPA,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,O MIYAN WE JANAE WALE,,DELHI,,04-06-2015 11:15,04-06-2015 11:15,Ingest,1,1,14
Kafi-1,Kafi,C#,"HINDUSTANI CLASSICAL VOCAL BY LAXMI KRISHNA RAO PANDIT,CUT- 02",,,LAXMI KRISHNA RAO PANDIT,,VOCAL RECITAL,Vocal, SARANGI-  PT. BHARAT BHUSHAN GOSWAMI  TABLA-   PRASUN CHATTERJEE   HARMONIUM-   MEHMOOD DHAULPURI,KAFI (ANYTIME),,,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,12-06-2015 16:04,12-06-2015 16:04,Ingest,1,1,17
Khamaj-8,Khamaj,A,HINDUSTANI CLASSICAL VOCAL BY NANDITA SHARMA PART 05,,,NANDITA SHARMA,,,Vocal,"TABLA- DIBYAJYOTI SANGMAHI,  VIOLIN-   VIDHUT KUMAR MISHR,  HARMONIUM-  SUSANT CHAUDHARY, SWARMANDAL- PANKAJ SHARMA",KAJARI (ANYTIME),,,,,,,NATIONAL PROG. OF MUSIC,"TABLA- DIBYAJYOTI SANGMAHI,  VIOLIN-   VIDHUT KUMAR MISHR,  HARMONIUM-  SUSANT CHAUDHARY, SWARMANDAL- PANKAJ SHARMA",,,,,,PART 05,,,GUWAHATI,,06-02-2015 15:04,06-02-2015 15:04,Ingest,1,1,22
Deshkaar-2,Deshkaar,A#,HINDUSTANI CLASSICAL VOCAL BY MS. MEETA PANDIT,,,,,,Vocal, TABLA-   RAM DAS PARSULE   HARMONIUM-   PRAMOD MARATHE,DESHKAR (MORNING),TEEN TAL,HAI GANGE TRIVENI,,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,CUT-02,,,,,29-07-2015 12:18,29-07-2015 12:18,Ingest,1,1,36
Kalavati-2,Kalavati,D,"HINDUSTANI CLASSICAL VOCAL BY AMIT MUKHERJEE, CUT- 01",,,AMIT MUKHERJEE,,VOCAL RECITAL,Vocal,"TABLA-  GOPAL MASHR,  HARMONIUM-  HIRANMOY MITRA",KALAVATI (NIGHT),JHOOMRA,SABAN BAN THAN AYE KAMANIYA,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SAMMELAN,,,,,,,,,,DELHI,,08-06-2015 14:06,08-06-2015 14:06,Ingest,1,1,51
Kalavati-5,Kalavati,D#,HINDUSTANI CLASSICAL VOCAL BY D. KUMAR DAS,D. KUMAR DAS (VOCAL),,D. KUMAR DAS,,,Vocal," TABLA-   PT. RAGHUNATH NAKOD,   HARMONIUM-  DR. PANCHAKSHIRI HIREMATH",KALAVATI (NIGHT),ROOPAK,AAO MANDIRWA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,AAO MANDIRWA,,DHARWAD,,16-06-2015 12:59,16-06-2015 12:59,Ingest,1,1,56
Kalavati-1,Kalavati,A#,HINDUSTANI CLASSICAL VOCAL BY PROF. UMA GARG (TAAL-VILAMBIT KHYAL EK TAAL & DRUT TEEN TAAL) PART 01,,,PROF. UMA GARG,,,Vocal,"TABLA-  USTAD AKHATAR HASSAN,  SARANGI-  PT.BHARATBHUSHAN, TANPURA- SUMANT, MUKHARJEE & SHIV DUBEY",KALAVATI (NIGHT),TEEN TAL,PIYA GHAR AAYE,,,,,AKASHVANI SANGEET SAMMELAN-2012,"TABLA-  USTAD AKHATAR HASSAN,  SARANGI-  PT.BHARATBHUSHAN, TANPURA- SUMANT, MUKHARJEE & SHIV DUBEY",,,,,,PART 01,PIYA GHAR AAYE,,,,04-02-2015 11:39,18-03-2015 12:07,Administrator,1,1,57
Kalavati-6,Kalavati,D#,HINDUSTANI CLASSICAL VOCAL BY MANOJIT MALLIK,,,MANOJIT MALLIK,,,Vocal," TABLA-  PARIMAL CHAKRBORTY,   HARMONIUM-  HIRAMMOY MITRA,  SARANGI- SARWAR HUSSAIN",KALAVATI (NIGHT),TEEN TAL,AAJ HAM NA AYE,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,AAJ HAM NA AYE,,KOLKATA,,04-06-2015 11:00,04-06-2015 11:00,Ingest,1,1,59
Shuddha_kalyan-5,Shuddha_kalyan,C#,HINDUSTANI CLASSICAL VOCAL BY VIKAS KASHALKAR,,,VIKAS KASHALKAR,,VOCAL RECITAL,Vocal," TABLA-   MILIND POTE,   HARMONIUM-   MAKARAND KHARVANDEKAR",SHUDDHA KALYAN (EVENING),TILWADA,PIYA BIN KAISE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,PIYA BIN KAISE,,MAHARASHTRA,,03-08-2015 12:19,03-08-2015 12:19,Ingest,1,1,70
Kalavati-4,Kalavati,C#,HINDUSTANI CLASSICAL VOCAL BY DR. SHASHI KANT MANOHAR TAMBE (TAAL-VILAMBIT IN EK TAAL & MADHIYALAY IN TEEN TAAL) PART 01,,,DR. SHASHI KANT MANOHAR TAMBE,,,Vocal," VIOLIN-  KAMAL KAMALE,   HARMONIUM- VIVEK BANSOD, TABLA- SANGEETA AGNIHOTRI",KALAVATI (NIGHT),EK TAL,MOH MAN LAGE BIT GAYE DIN RAHAN HO GAYI MORE MAN KI,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA," VIOLIN-  KAMAL KAMALE,   HARMONIUM- VIVEK BANSOD, TABLA- SANGEETA AGNIHOTRI",,,,,,PART 01,,,,,12-02-2015 14:53,12-02-2015 14:53,Ingest,1,1,80
Kamod-4,Kamod,G#,HINDUSTANI CLASSICAL VOCAL BY BAKUL CHATTOPADHYA,BAKUL CHATTOPADHAYA (VOCAL),,BAKUL CHATTOPADHYA,,,Vocal," TABLA-  SUJIT SAHA,   HARMONIUM-  RUPU SHREE BHATTACHARYA",KAMOD (NIGHT),TEEN TAL,ARE TUM JAGAT RAHIO,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,ARE TUM JAGAT RAHIO,,KOLKATA,,12-06-2015 16:44,12-06-2015 16:44,Ingest,1,1,47
Kamod-1,Kamod,A,HINDUSTANI CLASSICAL VOCAL BY MANJUSHA KULKARNI PATIL (TAAL-TILWADA ME NIMBADHIT VILAMBIT TAAL & DRUT KHYAL ) PART 01,,,MANJUSHA KULKARNI PATIL,,,Vocal,"TABLA-  MILIND POTAY,   HARMONIUM-  SHRI RAM HASANVIS",KAMOD (NIGHT),TEEN TAL,HU TO JANMAT CHADIYE KARE JANE NA DUNGI,,,,,AKASHVANI SANGEET SAMMELAN-2012,"TABLA-  MILIND POTAY,   HARMONIUM-  SHRI RAM HASANVIS",,,,,,PART 01,HU TO JANMAT CHADIYE KARE JANE NA DUNGI,,,,04-02-2015 11:14,04-02-2015 11:14,Ingest,1,1,50
Kamod-3,Kamod,C#,HINDUSTANI CLASSICAL VOCAL BY SHRI INDU DHAR NIRODY,,,SHRI INDU DHAR NIRODY,,,Vocal," TABLA-  UDAY RAJ KARPOOR,   HARMONIUM-  VYAS MURTI KATTI,  SARANGI- FAYYAZ KHAN",KAMOD (NIGHT),TILWADA,KAJRA KA BOL,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,KAJRA KA BOL,,BANGALORE,,14-05-2015 15:22,14-05-2015 15:22,Ingest,1,1,86
Kaushik_dhwani-4,Kaushik_dhwani,D,"HINDUSTANI CLASSICAL VOCAL, BY SH. SARATHI CHATTERJEE, CUT- 03",SARATHI CHATTERJI (VOCAL),,SH. SARATHI CHATTERJEE,,VOCAL RECITAL,Vocal, TABLA-  SHAILENDRA MISHRA,KAUSHIK DHWANI (NIGHT),TEEN TAL,MORE CHUDARYI RANG DARE,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,EPI- 03,,,SHIMLA,,08-05-2015 14:39,08-05-2015 14:39,Ingest,1,1,21
Kaushik_dhwani-1,Kaushik_dhwani,C#,HINDUSTANI CLASSICAL VOCAL BY PT. DHARAM NATH MISHRA PART 04,,,PT. DHARAM NATH MISHRA,,,Vocal,"TABLA-  THAKUR PRASAD MISHRA,  SARANGI-  VINOD KUMAR MISHRA",KAUSHIK DHWANI (NIGHT),,SHYAM TERE NAJARIYA LAG JAYE,,,,DADRA,AKASHVANI SANGEET SAMMELAN-2012,"TABLA-  THAKUR PRASAD MISHRA,  SARANGI-  VINOD KUMAR MISHRA",,,,,,PART 04,,,,,12-02-2015 11:47,12-02-2015 11:47,Ingest,1,1,23
Kaushik_dhwani-2,Kaushik_dhwani,A#,"HINDUSTANI CLASSICAL VOCAL BY VIDUSHI SUMITRA GUHA, CUT- 02",SUMITRA GUHA (VOCAL),,VIDUSHI SUMITRA GUHA,,VOCAL RECITAL,Vocal,TABLA-  SUDHIR PANDAY  SARANGI-  ALLAH RAKHA KALAWANT  HARMONIUM-  SUBHASH DASAKKAR,KAUSHIK DHWANI (NIGHT),ROOPAK,PHOOLAN KE HARBA,,,,MADHYALAYA GAT,AKASHVANI SANGEET SAMMELAN- 2012 (SPECIAL PROGRAMME OF MUSIC),,,,,,,,,,INDORE,,10-06-2015 12:20,10-06-2015 12:20,Ingest,1,1,34
Kaushik_dhwani-3,Kaushik_dhwani,C,HINDUSTANI CLASSICAL VOCAL BY PT. MANI PRASAD,MANI PRASAD (VOCAL),,PT. MANI PRASAD,,VOCAL RECITAL,Vocal,TABLA-  KUMAR PANDIT   HARMONIUM-  DEEPAK PRASAD VOCAL SUPPORT- LALEET PRASAD,KAUSHIK DHWANI (NIGHT),TEEN TAL,PIYA BIN AAYE CHANDNI RAAT KAASE KAHU AB JIYA KI BAAT,,,,MADHYALAYA GAT,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 02,PIYA BIN AAYE CHANDNI RAAT KAASE KAHU AB JIYA KI BAAT,,CHATTISGARH,,31-07-2015 14:34,31-07-2015 14:34,Ingest,1,1,28
Shivmat_bhairav-2,Shivmat_bhairav,C#,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,SHIV BHAIRAV (MORNING),EK TAL,HAR MAHADEV TRISHUL DHAR SHEESH GANG VIRAJE.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-08,,,,,23-07-2015 15:29,23-07-2015 15:29,Ingest,1,1,10
Gorakh_kalyan-3,Gorakh_kalyan,G#,HINDUSTANI CLASSICAL VOCAL BY DR. KALYANI DESHMUKH,KALYANI DESHMUKH (VOCAL),,DR. KALYANI DESHMUKH,,,Vocal,"TABLA-  SANDESH POPATKAR,  HARMONIUM-  JAI RAM POTDAR, TANPURA- RAJENDRA ZOHRAVOLKAR",GORAKH KALYAN (NIGHT),EK TAL,DHAN DHAN BHAAG,,,,VILAMBIT KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,DHAN DHAN BHAAG,,NAGPUR,,17-06-2015 16:37,17-06-2015 16:37,Ingest,1,1,69
Shuddha_kalyan-3,Shuddha_kalyan,D,HINDUSTANI CLASSICAL VOCAL BY MAHENDRA TOKE,,,MAHENDRA TOKE,,VOCAL RECITAL,Vocal," TABLA-   UDAY RAJHANSH,   HARMONIUM-   CHAITANYA KUNTE",SHUDDHA KALYAN (EVENING),,,,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 01,,,MAHARASHTRA,,04-08-2015 14:47,04-08-2015 14:47,Ingest,1,1,71
Khamaj-4,Khamaj,G#,HINDUSTANI CLASSICAL VOCAL BY KOYAL DAS GUPTA,,,KOYAL DAS GUPTA,,,Vocal," TABLA-  PARIMAL CHAKRABORTY,   HARMONIUM-  HIRAMMOY MITRA",KHAMAJ (NIGHT),,,,,,THUMARI,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,,,KOLKATA,,08-06-2015 12:53,08-06-2015 12:53,Ingest,1,1,36
Kedar-1,Kedar,A#,HINDUSTANI CLASSICAL VOCAL BY MEETA PANDIT,,,MEETA  PANDIT,,,Vocal," TABLA-  PRASUN CHATTERJEE,  SARANGI- MURAD ALI,  HARMONIUM-  MEHMOOD DHOLPURI",KEDAR (NIGHT),EK TAL,SUGHAR CHATUR BAYYAN TO,,,,DRUT KHAYAL,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,SUGHAR CHATUR BAYYAN TO,,DELHI,,04-06-2015 11:11,04-06-2015 11:11,Ingest,1,1,26
Kedar-5,Kedar,D,"HINDUSTANI CLASSICAL VOCAL BY SHRI RAJINDER SINGH, CUT- 03",,,SHRI RAJINDER SINGH,,VOCAL RECITAL,Vocal," TABLA-  SHRI GLADWIN CHARLES,   HARMONIUM-  SHRI MANU MAHARAJ,  SARANGI-  SHRI USTAD R",KEDAR (NIGHT),TEEN TAL,KANHA RE,,,,CHOTA KHAYAL,AKASHWANI SANGEET SAMMELAN- 2009 (SPECIAL PROGRMME OF MUSIC),,,,,,,,,,JAIPUR,,04-06-2015 11:04,04-06-2015 11:04,Ingest,1,1,27
Kedar-2,Kedar,D,HINDUSTANI CLASSICAL VOCAL BY SANDEEP BHATTACHARYA,,,SANDEEP BHATTACHARYA,,,Vocal," TABLA-  SANDEEP KUMAR ROY CHOUDHARY,   HARMONIUM-  RUPA SHREE BHATTACHARYA,  SARANGI- SARWAR HUSSAIN,  TANPURA-  RATHINDRANATH CHATTER",KEDAR (NIGHT),TEEN TAL,SAGRI RAIN MOHE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,SAGRI RAIN MOHE,,KOLKATA,,01-06-2015 14:18,01-06-2015 14:18,Ingest,1,1,30
Sohni-13,Sohni,D#,HINDUSTANI CLASSICAL VOCAL BY ARNAB CHATTOPADHYAY,,,ARNAB CHATTOPADHYAY,,VOCAL RECITAL,Vocal," TABLA-  AROOP CHATTOPADHYAY,  SARANGI-   SARWAR HUSSAIN",SOHINI (NIGHT),TEEN TAL,DEKHNE KO MAN LALCHAYE,,,,,,,,,,,,PART 02,DEKHNE KO MAN LALCHAYE,,WEST BENGAL,,03-08-2015 16:14,08-10-2015 15:44,Manager,1,1,40
Adana-2,Adana,A,HINDUSTANI CLASSICAL VOCAL BY SHRUTI GOKHLE,,,SHRUTI GOKHLE,,,Vocal," TABLA-  SAMAY CHOLKAR,   HARMONIUM-  ANANT JOSHI",ADANA (NIGHT),TEEN TAL,CHALA DEVO CHAL CHABILI,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,CHALA DEVO CHAL CHABILI,,MUMBAI,,18-06-2015 12:29,18-06-2015 12:29,Ingest,1,1,42
Kedar-7,Kedar,G#,HINDUSTANI CLASSICAL VOCAL BY VIJAYA JADHAV,,,VIJAYA JADHAV,,,Vocal," TABLA-  RAJENDRA ANTARKER,   HARMONIUM-  SUDHEER NAYAK",KEDAR (NIGHT),TEEN TAL,JOGIRA WALA MORA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,JOGIRA WALA MORA,,MUMBAI,,14-05-2015 15:16,14-05-2015 15:16,Ingest,1,1,47
Nand-4,Nand,G#,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHARJEE,,,,,,, TABLA-   AANEES PRADHAN   HARMONIUM-  SUDHIR NAYAK,NAND (NIGHT),TEEN TAL,"DHOONDHI BAR SAIYYAN TOHE, AB GHAR AAYE SHYAM.",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,28-07-2015 11:55,28-07-2015 11:55,Ingest,1,1,55
Kedar-3,Kedar,C#,HINDUSTANI CLASSICAL VOCAL BY DR. SHASHI KANT MANOHAR TAMBE (TAAL-VILAMBIT IN TEEN TAAL & DRUT IN EK TAAL) PART 02,,,DR. SHASHI KANT MANOHAR TAMBE,,,Vocal," VIOLIN-  KAMAL KAMALE,    HARMONIUM- VIVEK BANSOD, TABLA- SANGEETA AGNIHOTRI",KEDAR (NIGHT),EK TAL,BAN THAN KHAN JO CHALI KAISE SAMJHOO BAR BAR,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA," VIOLIN-  KAMAL KAMALE,    HARMONIUM- VIVEK BANSOD, TABLA- SANGEETA AGNIHOTRI",,,,,,PART 02,,,,,12-02-2015 15:00,12-02-2015 15:00,Ingest,1,1,57
Kedar-9,Kedar,C#,"HINDUSTANI CLASSICAL VOCAL BY NEHA RANJAN BANERJEE, CUT- 01",,,NEHA RANJAN BANERJEE,,VOCAL RECITAL,Vocal,  HARMONIUM-   SUDHANSHU KULKARNI  TABLA-   PT. RAGHUNATH NAKOD,KEDAR (NIGHT),,,,,,,AKASHWANI SNGEET  SAMMELAN- 2010,,,,,,,,,,DHARWAD,,16-06-2015 11:17,16-06-2015 11:17,Ingest,1,1,57
Darbari_kanada-1,Darbari_kanada,C#,"HINDUSTANI CLASSICAL VOCAL BY BALDEV SHARAN NARANG, CUT- 01",,,BALDEV SHARAN NARANG,,VOCAL RECITAL,Vocal, TABLA-  KALE RAM   HARMONIUM-  MAHMOOD DHAULPURI  SARANGI-  SHAMINDER PAL SINGH  TANPURA- TEJINDER SINGH &,DARVARI KANADA (NIGHT),JHOOMRA,HAZRA TURAKMAN CHUKE BAL BAL  JAIYE,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,JALANDHAR,,22-06-2015 16:07,22-06-2015 16:07,Ingest,1,1,59
Kedar-6,Kedar,C#,HINDUSTANI CLASSICAL VOCAL BY FALGUNI MITARA,FALGUNI MITRA (VOCAL),,FALGUNI MITAR,,VOCAL RECITAL,Vocal, PAKHAWAJ- SHRI APURVA LAL MANNA   HARMONIUM-  SMT.  RUPASREE BHATTACHARYA,KEDAR (NIGHT),CHAUTAL,KUNJA SOHAAVAN RI MAN,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,KOLKATA,,03-06-2015 11:54,03-06-2015 11:54,Ingest,1,1,84
Kedar-4,Kedar,C#,HINDUSTANI CLASSICAL VOCAL BY AJAY CHAKRAVARTY,AJAY CHAKRAVARTY (Pundit) (VOCAL),,AJAY CHAKRAVARTY,,,Vocal," TABLA-   SAMAR SAHA,   HARMONIUM-  ROOPA BHATTACHARYA",KEDAR (NIGHT),EK TAL,PIYA KI CHAB DEKHI NIYARI,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,PIYA KI CHAB DEKHI NIYARI,,DELHI,,15-05-2015 12:26,15-05-2015 12:26,Ingest,1,1,99
Bhairavi-5,Bhairavi,G#,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHARJEE,,,,,,Vocal, TABLA-   AANEES PRADHAN   HARMONIUM-  SUDHIR NAYAK,TAPPA BHAIRAVI (ANYTIME),,LALWA LAJWAN KIS DE.,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,28-07-2015 12:47,28-07-2015 12:47,Ingest,1,1,10
